Source_List,Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
MechtaniumSurge,眼＜祉潟,Pyrus Tremblar,Pyrus,900G+(100G),32mm,15.0g,8.0,http://bakucolle.com/archives/29412081.html
MechtaniumSurge,≪≪祉潟,Aquos Tremblar,Aquos,Unknown,32mm,15.0g(10.5g/4.5g),8.0,http://bakucolle.com/archives/25026481.html
MechtaniumSurge,≪≪祉潟,Aquos Tremblar,Aquos,910G+(100G),32mm,15.0g,8.0,http://bakucolle.com/archives/29412083.html
MechtaniumSurge,若ｃ鴻祉潟,Ventus Tremblar,Ventus,890G+(100G)900G+(120G),32mm,15.0(10.5g/4.5g)g,8.0,http://bakucolle.com/archives/8915104.html
MechtaniumSurge,泣祉潟,Subterra Tremblar,Subterra,920G+(100G),32mm,15.0g(10.5g/4.5g),8.0,http://bakucolle.com/archives/25026455.html
MechtaniumSurge,祉潟,Haos Tremblar,Haos,950G+200G,32mm,15.0(10.5g/4.5g)g,9.0,http://bakucolle.com/archives/9007215.html
MechtaniumSurge,祉潟,Haso Tremblar,Haos,850G+(200G),32mm,15.0(10.5g/4.5g)g,8.0,http://bakucolle.com/archives/10873954.html
MechtaniumSurge,若潟祉潟,Darkus Tremblar,Darkus,950G+200G,32mm,15.0(10.5g/4.5g)g,8.0,http://bakucolle.com/archives/12899178.html
MechtaniumSurge,若潟祉潟,Darkus Tremblar,Darkus,880G+(100G),32mm,15.0g,8.0,http://bakucolle.com/archives/29412097.html
MechtaniumSurge,,,Clear,30G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599638.html
MechtaniumSurge,,,Clear,40G,,BAKUNANOMECHTOGANBAKUTIN,6.0,http://bakucolle.com/archives/28599646.html
MechtaniumSurge,,,Clear,40G,,BAKUNANOBAKUTIN,6.0,http://bakucolle.com/archives/28599662.html
MechtaniumSurge,,,Clear,50G/70G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599672.html
MechtaniumSurge,,,Clear,40G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599678.html
MechtaniumSurge,,,Clear,40G/50G,,BAKUNANO,6.0,http://bakucolle.com/archives/28599700.html
MechtaniumSurge,,,Clear,50G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599725.html
MechtaniumSurge,,,Clear,50G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599752.html
MechtaniumSurge,,,Clear,60G,,BAKUNANO,5.0,http://bakucolle.com/archives/28599782.html
MechtaniumSurge,,,Clear,40G/60G,,BAKUNANOMECHTOGAN,5.0,http://bakucolle.com/archives/28599797.html
MechtaniumSurge,,,Clear,70G,,BAKUNANOMECHTOGAN,7.0,http://bakucolle.com/archives/28599812.html
MechtaniumSurge,,,Clear,80G,,BAKUNANOMECHTOGANTRIPLE THREATBAKUTIN,4.0,http://bakucolle.com/archives/28600306.html
MechtaniumSurge,,,Clear,80G/100G,,BAKUNANOMECHTOGANTRIPLE THREATBAKUTIN,4.0,http://bakucolle.com/archives/28599870.html
MechtaniumSurge,,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600268.html
MechtaniumSurge,,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600278.html
MechtaniumSurge,,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600283.html
MechtaniumSurge,,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600273.html
MechtaniumSurge,≪ゃ≪潟 鴻鴻≪若,Iron Man Stealth Armor,Aquos,960G,32mm,16.5g,7.0,http://bakucolle.com/archives/6777973.html
MechtaniumSurge,≪ゃ≪潟,Iron Man,Ventus,960G,32mm,16.5g,7.0,http://bakucolle.com/archives/19419748.html
MechtaniumSurge,≪ゃ≪潟,Iron Man,Haos,950G,32mm,16.5g,7.0,http://bakucolle.com/archives/6775039.html
MechtaniumSurge,≪ゃ≪潟 鴻鴻≪若,Iron Man Extremis Armor,Haos,950G,32mm,16.5g,6.0,http://bakucolle.com/archives/6777946.html
MechtaniumSurge,≪≪祉眼＜,Aquos Wolverine,Aquos,950G,32mm,15.5g,7.0,http://bakucolle.com/archives/6777454.html
MechtaniumSurge,眼＜,Wolverine,Subterra,Unknown,32mm,15.5g,8.0,http://bakucolle.com/archives/23748186.html
MechtaniumSurge,鴻ゃ若,Spider Man,Pyrus,970G,32mm,16.0g,7.0,http://bakucolle.com/archives/6777615.html
MechtaniumSurge,鴻ゃ若 鐚激潟若鴻若鐚,Spider Man 鐚Symbiote Suit鐚,Ventus,980G,32mm,16.5g,7.0,http://bakucolle.com/archives/6777878.html
MechtaniumSurge,ｃ潟≪＜,Captain America,Pyrus,970G,32mm,g,10.0,http://bakucolle.com/archives/23748200.html
MechtaniumSurge,ｃ潟≪＜ 若若潟,Captain America Bucky Barnes,Aquos,980G,32mm,15.5g,9.0,http://bakucolle.com/archives/6773493.html
MechtaniumSurge,鴻,Red Skull,Ventus,960G,32mm,15.0g,7.0,http://bakucolle.com/archives/12898724.html
MechtaniumSurge,鴻,Red Skull,Darkus,940G,32mm,15.0g,7.0,http://bakucolle.com/archives/12898615.html
MechtaniumSurge,祉鴻祉眼ゃ,Haos Blast Dragonoid,Haos,890G+60G,36mm,16.0g+2.5g,8.0,http://bakucolle.com/archives/14736133.html
MechtaniumSurge,≪≪祉若若若祉眼ゃ,Aquos Torpedor Dragonoid,Aquos,Unknown,36mm,,9.0,http://bakucolle.com/archives/27419627.html
MechtaniumSurge,≪≪祉若,Aquos Laserix,Aquos,870G+(50G),36mm,16.0g+(2.5g),8.0,http://bakucolle.com/archives/12681463.html
MechtaniumSurge,若ｃ鴻祉若,Ventus Laserix,Ventus,Unknown,36mm,,8.0,http://bakucolle.com/archives/6725771.html
MechtaniumSurge,≪≪祉鴻ゃ,Aquos Strikor,Aquos,880G+80G,36mm,15.5g+2.0g,8.0,http://bakucolle.com/archives/6727425.html
MechtaniumSurge,若ｃ鴻祉鴻ゃ,Ventus Strikor,Ventus,850G+40G,36mm,15.5g+2.0g,8.0,http://bakucolle.com/archives/14736185.html
MechtaniumSurge,祉鴻ゃ,Haos Strikor,Haos,Unknown,36mm,,8.0,http://bakucolle.com/archives/6725734.html
MechtaniumSurge,若潟祉鴻ゃ,Darkus Strikor,Darkus,Unknown,36mm,15.5g+2.0g,8.0,http://bakucolle.com/archives/29211762.html
MechtaniumSurge,若潟祉≪ゃ,Darkus Demolotoid,Darkus,Unknown,36mm,,9.0,http://bakucolle.com/archives/6725717.html
MechtaniumSurge,眼＜祉若若,Pyrus Beambrak,Pyrus,870G+50G/80G,36mm,,8.0,http://bakucolle.com/archives/6725667.html
MechtaniumSurge,若ｃ鴻祉若若,Ventus Beambrak,Ventus,860G,36mm,19.5g,8.0,http://bakucolle.com/archives/13241441.html
MechtaniumSurge,≪≪祉＜,Aquos Vomerix,Aquos,890G+(50G),36mm,16.0g+(2.0g),8.0,http://bakucolle.com/archives/6725710.html
MechtaniumSurge,祉＜,Haos Vomerix,Haos,900G+(60G-80G),36mm,16.5+(2.0g),8.0,http://bakucolle.com/archives/19419190.html
MechtaniumSurge,祉鴻帥,Haso Blastakor,Haos,890G+(50G-60G),36mm,16.0g+2.5g,9.0,http://bakucolle.com/archives/14736256.html
MechtaniumSurge,若潟祉帥,Darkus Katapultra,Darkus,880G+(40G-70G),36mm,16.0g+2.0g,9.0,http://bakucolle.com/archives/14736302.html
MechtaniumSurge,,鴻祉眼ゃ,Clear,Unknown,,,,http://bakucolle.com/archives/7652314.html
MechtaniumSurge,眼若,Gorem,Clear,Unknown,50mm,g,,http://bakucolle.com/archives/7679751.html
28mm,,眼ゃ,Clear,Unknown,,,,http://bakucolle.com/archives/7090407.html
28mm,眼ゃ,Dragonoid,Pyrus,290G/310G,28mm,9.25g,4.0,http://bakucolle.com/archives/7767924.html
28mm,眼ゃ,Dragonoid,Pyrus,340G,28mm,9.25g,4.0,http://bakucolle.com/archives/7768003.html
28mm,眼ゃ,Dragonoid,Aquos,310G,28mm,9.25g,4.0,http://bakucolle.com/archives/7792858.html
28mm,眼ゃ,Dragonoid,Subterra,290G/310G,28mm,9.25g,4.0,http://bakucolle.com/archives/7938220.html
28mm,眼ゃ,Dragonoid,Haos,260G/280G/300G,28mm,9.25g,4.0,http://bakucolle.com/archives/7875439.html
28mm,祉眼ゃ,Haos Dragonoid,Haos,330G,28mm,9.25g,7.0,http://bakucolle.com/archives/7978198.html
28mm,祉眼ゃ,Haos Dragonoid,Haos,330G,28mm,9.5g,10.0,http://bakucolle.com/archives/21652145.html
28mm,若潟祉眼ゃ,Darkus Dragonoid,Darkus,260G/300G/320G,28mm,9.25g,4.0,http://bakucolle.com/archives/8069133.html
28mm,眼ゃ ver.0.9 ｃ激с,Dragonoid,Darkus,380G,28mm,9.5g,4.0,http://bakucolle.com/archives/7860412.html
28mm,眼＜祉眼ゃ,Pyrus Dragonoid,Pyrus,/1/2/G,28mm,9.0g,8.0,http://bakucolle.com/archives/7768136.html
28mm,眼ゃ,Dragonoid,Pyrus,420G/450G,28mm,9.5g,8.0,http://bakucolle.com/archives/7768520.html
28mm,≪≪祉眼ゃ,Aquos Dragonoid,Aquos,250G/350G/400G,28mm,9.25g,8.0,http://bakucolle.com/archives/7793180.html
28mm,≪≪祉眼ゃ,Aquos Dragonoid,Aquos,300G,28mm,9.5g,8.0,http://bakucolle.com/archives/7793293.html
28mm,眼ゃ,Dragonoid,Ventus,300G,28mm,9.25g,8.0,http://bakucolle.com/archives/7818495.html
28mm,若ｃ鴻祉眼ゃ,Ventus Dragonoid,Ventus,400G,28mm,9.5g,8.0,http://bakucolle.com/archives/29334438.html
28mm,眼ゃ,Dragonoid,Subterra,350G,28mm,9.25g,8.0,http://bakucolle.com/archives/7894130.html
28mm,眼ゃ,Dragonoid,Subterra,Unknown,28mm,9.0g,7.0,http://bakucolle.com/archives/7850508.html
28mm,眼ゃ,Dragonoid,Haos,440G,28mm,9.25g,8.0,http://bakucolle.com/archives/19416604.html
28mm,眼ゃ,Dragonoid,Haos,510G,28mm,9.5g,8.0,http://bakucolle.com/archives/7875487.html
28mm,眼ゃ,Dragonoid,Darkus,25G/350G/470G,28mm,9.25g,8.0,http://bakucolle.com/archives/8069181.html
28mm,眼ゃ,Dragonoid,Darkus,420G,28mm,9.25g,7.0,http://bakucolle.com/archives/7859696.html
28mm,＜眼ゃ,Delta Dragonoid,Pyrus,380G,28mm,,8.0,http://bakucolle.com/archives/6815935.html
28mm,＜祉眼ゃ,Delta Dragonoid,Pyrus,Unknown,28mm,,9.0,http://bakucolle.com/archives/6928817.html
28mm,若潟祉＜祉眼ゃ,Darkus Delta Dragonoid,Darkus,350G/360G/370G,28mm,12.0g,8.0,http://bakucolle.com/archives/6928993.html
28mm,＜祉眼ゃ,Delta Dragonoid,Pyrus,Unknown,28mm,12.0g,8.0,http://bakucolle.com/archives/10877385.html
28mm,＜眼ゃ,Delta Dragonoid,Pyrus,560G,28mm,12.0g,8.0,http://bakucolle.com/archives/6815901.html
28mm,＜眼ゃ,Delta Dragonoid,Pyrus,560G,28mm,12.0g,8.0,http://bakucolle.com/archives/6817141.html
28mm,＜祉眼ゃ,Delta Dragonoid,Aquos,370G,28mm,12.0g,8.0,http://bakucolle.com/archives/8911996.html
28mm,＜眼ゃ,Delta Dragonoid,Aquos,550G,28mm,12.0g,8.0,http://bakucolle.com/archives/8291552.html
28mm,＜眼ゃ,Delta Dragonoid,Ventus,400G,28mm,g,8.0,http://bakucolle.com/archives/6816923.html
28mm,＜眼ゃ,Delta Dragonoid,Ventus,520G/580G,28mm,12.0g,8.0,http://bakucolle.com/archives/6817118.html
28mm,＜祉眼ゃ,Delta Dragonoid,Subterra,Unknown,28mm,12.0g,9.0,http://bakucolle.com/archives/10875988.html
28mm,祉＜眼ゃ,Haos Delta Dragonoid,Haos,Unknown,28mm,g,8.0,http://bakucolle.com/archives/29601371.html
28mm,＜眼ゃ,Delta Dragonoid,Haos,530G,28mm,12.0g,8.0,http://bakucolle.com/archives/6815828.html
28mm,＜眼ゃ,Delta Dragonoid,Haos,530G,28mm,12.0g,8.0,http://bakucolle.com/archives/8291603.html
28mm,＜眼ゃ,Delta Dragonoid,Darkus,350G,28mm,,8.0,http://bakucolle.com/archives/6816994.html
28mm,泣祉ャ≪祉ャ,Subterra Dual Hydranoid,Subterra,340G,28mm,12.0g,9.0,http://bakucolle.com/archives/25755110.html
28mm,ャ≪ャ,Dual Hydranoid,Darkus,380G/400G,28mm,12.0g,8.0,http://bakucolle.com/archives/7943802.html
28mm,ャ≪ャ,Dual Hydranoid,Pyrus,300G,28mm,12.0g,8.0,http://bakucolle.com/archives/6791771.html
28mm,ャ≪ャ,Dual Hydranoid,Aquos,250G,28mm,12.0g,8.0,http://bakucolle.com/archives/6791909.html
28mm,ャ≪ャ,Dual Hydranoid,Ventus,Unknown,28mm,12.0g,8.0,http://bakucolle.com/archives/10876175.html
28mm,ャ≪ャ,Dual Hydranoid,Ventus,520G,28mm,12.5g,8.0,http://bakucolle.com/archives/6792131.html
28mm,ャ≪ャ,Dual Hydranoid,Ventus,520G,28mm,12.5g,8.0,http://bakucolle.com/archives/6792046.html
28mm,ャ≪ャ,Dual Hydranoid,Subterra,550G,28mm,12.5g,8.0,http://bakucolle.com/archives/19416561.html
28mm,ャ≪ャ,Dual Hydranoid,Subterra,550G,28mm,12.5g,8.0,http://bakucolle.com/archives/6791948.html
28mm,ャ≪ャ,Dual Hydranoid,Haos,370G/400G,28mm,12.0g,9.0,http://bakucolle.com/archives/8291395.html
28mm,ャ≪ャ,Dual Hydranoid,Haos,590G,28mm,12.5g,8.0,http://bakucolle.com/archives/6792260.html
28mm,若潟祉ャ≪ャ,Darkus Dual Hydranoid,Darkus,380G,28mm,12.0g,8.0,http://bakucolle.com/archives/6791492.html
28mm,ャ≪ャ,Dual Hydranoid,Darkus,580G,28mm,12.5g,8.0,http://bakucolle.com/archives/6792201.html
28mm,ャ≪ャ,Dual Hydranoid,Darkus,580G,28mm,12.5g,8.0,http://bakucolle.com/archives/6792099.html
28mm,ｃ違,Tigrerra,Pyrus,380G/400G,28mm,9.0g,3.0,http://bakucolle.com/archives/7768966.html
28mm,若ｃ鴻祉ｃ違,Ventus Tigrerra,Ventus,290G,28mm,13.0g,8.0,http://bakucolle.com/archives/25754902.html
28mm,泣祉ｃ違,Subterra Tigrerra,Subterra,Unknown,28mm,9.0g,8.0,http://bakucolle.com/archives/25755028.html
28mm,ｃ違,Tigrerra,Haos,270G/330G/340G/360G,28mm,9.0g,8.0,http://bakucolle.com/archives/7879010.html
28mm,ｃ違,Tigrerra,Haos,380G,28mm,9.0g,3.0,http://bakucolle.com/archives/7879472.html
28mm,若潟祉ｃ違,Darkus Tigrerra,Darkus,250G,28mm,9.0g,8.0,http://bakucolle.com/archives/25755019.html
28mm,ｃ違,Tigrerra,Pyrus,300G/350G,28mm,9.0g,8.0,http://bakucolle.com/archives/7768868.html
28mm,ｃ違,Tigrerra,Pyrus,400G,28mm,9.0g,8.0,http://bakucolle.com/archives/22028402.html
28mm,ｃ違,Tigrerra,Aquos,350G,28mm,9.0g,8.0,http://bakucolle.com/archives/7792307.html
28mm,ｃ違,Tigrerra,Aquos,350G,28mm,9.5g,8.0,http://bakucolle.com/archives/7792416.html
28mm,ｃ違,Tigrerra,Subterra,400G,28mm,9.0g,8.0,http://bakucolle.com/archives/7894431.html
28mm,ｃ違,Tigrerra,Haos,300G/350G/400G/520G,28mm,9.0g,8.0,http://bakucolle.com/archives/7879633.html
28mm,ｃ違,Tigrerra,Haos,350G,28mm,9.5g,8.0,http://bakucolle.com/archives/7887199.html
28mm,若潟祉ｃ違,Darkus Tigrerra,Darkus,300G/450G/650G,28mm,9.0g,8.0,http://bakucolle.com/archives/8069216.html
28mm,帥,Preyas,Pyrus,380G,28mm,7.5g,3.0,http://bakucolle.com/archives/7771754.html
28mm,帥,Preyas,Aquos,340G,28mm,7.5g,8.0,http://bakucolle.com/archives/7942876.html
28mm,帥,Preyas,Aquos,380G/400G/420G,28mm,7.5g,3.0,http://bakucolle.com/archives/7795113.html
28mm,帥,Preyas,Haos,380G/400G/420G,28mm,7.5g,3.0,http://bakucolle.com/archives/7875519.html
28mm,若潟祉帥,Darkus Preyas,Darkus,250G/310G,28mm,8.0g,8.0,http://bakucolle.com/archives/25755047.html
28mm,帥,Preyas,Pyrus,350G,28mm,7.5g,7.0,http://bakucolle.com/archives/22028378.html
28mm,帥,Preyas,Pyrus,520G,28mm,8.0g,8.0,http://bakucolle.com/archives/7772001.html
28mm,帥,Preyas,Aquos,350G,28mm,7.5g,8.0,http://bakucolle.com/archives/7795439.html
28mm,帥,Preyas,Aquos,520G,28mm,8.0g,8.0,http://bakucolle.com/archives/7848361.html
28mm,帥,Preyas,Aquos,520G,28mm,8.0g,8.0,http://bakucolle.com/archives/19416526.html
28mm,帥,Preyas,Ventus,450G,28mm,7.5g,8.0,http://bakucolle.com/archives/7821944.html
28mm,帥,Preyas,Ventus,660G(450G/520G/660G),28mm,8.0g,8.0,http://bakucolle.com/archives/7822015.html
28mm,帥,Preyas,Subterra,400G,28mm,7.5g,8.0,http://bakucolle.com/archives/8179401.html
28mm,泣祉帥,Subterra Preyas,Subterra,670G(380G-570-670G),28mm,8.0g,8.0,http://bakucolle.com/archives/26573060.html
28mm,帥,Preyas,Haos,250G,28mm,7.5g,8.0,http://bakucolle.com/archives/7875620.html
28mm,帥,Preyas,Haos,480G,28mm,8.0g,8.0,http://bakucolle.com/archives/7875717.html
28mm,帥,Preyas,Haos,480G,28mm,8.0g,8.0,http://bakucolle.com/archives/7875687.html
28mm,若潟祉帥,Darkus Preyas,Darkus,1250G/450G,28mm,7.5g,8.0,http://bakucolle.com/archives/10884383.html
28mm,帥,Preyas,Darkus,Unknown,28mm,7.5g,9.0,http://bakucolle.com/archives/10876347.html
28mm,帥,Preyas,Darkus,680G,28mm,8.0g,8.0,http://bakucolle.com/archives/10886141.html
28mm,帥,Preyas,Darkus,500G,28mm,8.0g,8.0,http://bakucolle.com/archives/7859754.html
28mm,с,Skyress,Pyrus,380G/400G/420G,28mm,9.0g,3.0,http://bakucolle.com/archives/7770874.html
28mm,с,Skyress,Aquos,420G,28mm,8.0g,3.0,http://bakucolle.com/archives/7792561.html
28mm,с,Skyress,Ventus,350G,28mm,8.5g,8.0,http://bakucolle.com/archives/10884643.html
28mm,с,Skyress,Ventus,380G/420G,28mm,8.0g,3.0,http://bakucolle.com/archives/7821783.html
28mm,с,Skyress,Ventus,370G,28mm,8.5g,10.0,http://bakucolle.com/archives/19675941.html
28mm,泣祉с,Subterra Skyress,Subterra,300G,28mm,8.0g,8.0,http://bakucolle.com/archives/25755003.html
28mm,с,Skyress,Pyrus,300G/400G,28mm,8.5g,8.0,http://bakucolle.com/archives/7771324.html
28mm,с,Skyress,Aquos,350G,28mm,8.5g,8.0,http://bakucolle.com/archives/7792690.html
28mm,с,Skyress,Aquos,510G,28mm,8.5g,8.0,http://bakucolle.com/archives/7848170.html
28mm,с,Skyress,Ventus,250G/350G,28mm,8.5g,8.0,http://bakucolle.com/archives/7821844.html
28mm,с,Skyress,Ventus,540G,28mm,8.5g,8.0,http://bakucolle.com/archives/6927732.html
28mm,с,Skyress,Subterra,Unknown,28mm,8.5g,8.0,http://bakucolle.com/archives/7894173.html
28mm,с,Skyress,Subterra,550G,28mm,8.5g,8.0,http://bakucolle.com/archives/6927895.html
28mm,с,Skyress,Haos,450G,28mm,8.5g,8.0,http://bakucolle.com/archives/7871919.html
28mm,с,Skyress,Darkus,400G/450G,28mm,8.5g,8.0,http://bakucolle.com/archives/8069247.html
28mm,眼若,Gorem,Ventus,380G/400G/420G,28mm,8.0g,3.0,http://bakucolle.com/archives/7817287.html
28mm,若ｃ鴻祉眼若,Ventus Gorem,Ventus,330G,28mm,8.5g,8.0,http://bakucolle.com/archives/25754882.html
28mm,眼若,Gorem,Subterra,330G/340G/350G/370G,28mm,8.0g,8.0,http://bakucolle.com/archives/7894645.html
28mm,眼若,Gorem,Subterra,380G,28mm,8.0g,3.0,http://bakucolle.com/archives/7894504.html
28mm,泣祉眼若,Subterra Gorem,Subterra,Unknown,28mm,8.5g,8.0,http://bakucolle.com/archives/25754952.html
28mm,若潟祉眼若,Darkus Gorem,Darkus,250G,28mm,8.5g,8.0,http://bakucolle.com/archives/25754906.html
28mm,眼＜祉眼若,Pyrus Gorem,Pyrus,330G/400G/430G,28mm,8.0g,8.0,http://bakucolle.com/archives/7771504.html
28mm,眼若,Gorem,Pyrus,300G/400G,28mm,8.5g,8.0,http://bakucolle.com/archives/7771600.html
28mm,眼若,Gorem,Ventus,250G/350G/400G,28mm,8.5g,8.0,http://bakucolle.com/archives/7818049.html
28mm,眼若,Gorem,Ventus,430G,28mm,8.5g,7.0,http://bakucolle.com/archives/25713596.html
28mm,泣祉眼若,Subterra Gorem,Subterra,390G/400G/450G/510G,28mm,8.5g,8.0,http://bakucolle.com/archives/7894805.html
28mm,眼若,Gorem,Haos,450G,28mm,8.0g,7.0,http://bakucolle.com/archives/7875776.html
28mm,若潟祉眼若,Darkus Gorem,Darkus,250G/300G/400G,28mm,8.5g,8.0,http://bakucolle.com/archives/8069104.html
28mm,眼若,Gorem,Darkus,420G,28mm,8.0g,7.0,http://bakucolle.com/archives/7859813.html
28mm,吟,Saurus,Pyrus,310G,28mm,9.0g,4.0,http://bakucolle.com/archives/7773758.html
28mm,吟,Saurus,Pyrus,310G,28mm,9.0g,4.0,http://bakucolle.com/archives/7773812.html
28mm,吟,Saurus,Aquos,310G,28mm,9.0g,4.0,http://bakucolle.com/archives/7794349.html
28mm,吟,Saurus,Subterra,280G,28mm,9.0g,4.0,http://bakucolle.com/archives/7937650.html
28mm,吟,Saurus,Haos,350G,28mm,9.0g,4.0,http://bakucolle.com/archives/7872275.html
28mm,吟,Saurus,Haos,280G,28mm,9.0g,4.0,http://bakucolle.com/archives/7872492.html
28mm,若潟祉吟,Darkus Saurus,Darkus,310G/340G,28mm,9.0g,4.0,http://bakucolle.com/archives/7979459.html
28mm,眼＜祉吟,Pyrus Saurus,Pyrus,300G/400G,28mm,9.0g,6.0,http://bakucolle.com/archives/19416371.html
28mm,吟,Saurus,Pyrus,400G,28mm,9.5g,8.0,http://bakucolle.com/archives/8179235.html
28mm,吟,Saurus,Aquos,250G/350G,28mm,9.0g,5.0,http://bakucolle.com/archives/7794405.html
28mm,吟,Saurus,Ventus,350G,28mm,9.0g,6.0,http://bakucolle.com/archives/7815210.html
28mm,吟,Saurus,Subterra,Unknown,28mm,9.0g,5.0,http://bakucolle.com/archives/12999646.html
28mm,祉吟,Haos Saurus,Haos,250G/330G/380G/450G/460G,28mm,9.0g,5.0,http://bakucolle.com/archives/7872623.html
28mm,若潟祉吟,Darkus Saurus,Darkus,250G/300G/450G,28mm,9.0g,5.0,http://bakucolle.com/archives/7979495.html
28mm,鴻潟若,Stinglash,Pyrus,290G,28mm,7.5g,4.0,http://bakucolle.com/archives/7769036.html
28mm,鴻潟若,Stinglash,Aquos,280G/330G,28mm,7.5g,4.0,http://bakucolle.com/archives/7794443.html
28mm,鴻潟若,Stinglash,Subterra,280G/300G,28mm,7.5g,4.0,http://bakucolle.com/archives/7937863.html
28mm,鴻潟若,Stinglash,Subterra,320G,28mm,7.5g,4.0,http://bakucolle.com/archives/7937912.html
28mm,鴻潟若,Stinglash,Haos,290G/310G,28mm,7.5g,4.0,http://bakucolle.com/archives/7875245.html
28mm,若潟祉鴻潟若,Darkus Stinglash,Darkus,270G/310G,28mm,7.5g,4.0,http://bakucolle.com/archives/22703033.html
28mm,鴻潟若,Stinglash,Pyrus,250G/500G/570G,28mm,7.5g,5.0,http://bakucolle.com/archives/7769165.html
28mm,鴻潟若,Stinglash,Aquos,250G/300G/450G,28mm,7.5g,5.0,http://bakucolle.com/archives/7794552.html
28mm,鴻潟若,Stinglash,Aquos,350G,28mm,7.5g,7.0,http://bakucolle.com/archives/7848286.html
28mm,鴻潟若,Stinglash,Ventus,300G/350G/400G/510G,28mm,7.5g,5.0,http://bakucolle.com/archives/7822237.html
28mm,鴻潟若,Stinglash,Subterra,250G/300G/350G\460G,28mm,7.5g,5.0,http://bakucolle.com/archives/7894315.html
28mm,祉鴻潟若,Haos Stinglash,Haos,350G/470G/500G,28mm,7.5g,5.0,http://bakucolle.com/archives/7875396.html
28mm,鴻潟若,Stinglash,Darkus,350G,28mm,7.5g,5.0,http://bakucolle.com/archives/8178957.html
28mm,鴻潟若,Stinglash,Darkus,400G,28mm,7.5g,8.0,http://bakucolle.com/archives/7979415.html
28mm,吾ｃ若若,Juggernoid,Pyrus,280G,28mm,7.5g,4.0,http://bakucolle.com/archives/7768239.html
28mm,吾ｃ若若 ver.0.9 ｃ激с,Juggernoid,Pyrus,300G,28mm,7.5g,7.0,http://bakucolle.com/archives/14732822.html
28mm,眼＜祉吾ｃ若若,Pyrus Juggernoid,Pyrus,370G,28mm,7.5g,10.0,http://bakucolle.com/archives/27361571.html
28mm,吾ｃ若若,Juggernoid,Aquos,300G,28mm,7.5g,4.0,http://bakucolle.com/archives/10884412.html
28mm,吾ｃ若若,Juggernoid,Aquos,340G,28mm,8.0g,4.0,http://bakucolle.com/archives/7792175.html
28mm,吾ｃ若若,Juggernoid,Subterra,300G/330G,28mm,7.5g,4.0,http://bakucolle.com/archives/7937665.html
28mm,吾ｃ若若 ver.0.9 ｃ激с,Juggernoid,Subterra,270G,28mm,7.5g,7.0,http://bakucolle.com/archives/14732871.html
28mm,吾ｃ若若,Juggernoid,Haos,290G/300G,28mm,7.5g,4.0,http://bakucolle.com/archives/7872153.html
28mm,吾ｃ若若,Juggernoid,Haos,280G/340G,28mm,8.5g,4.0,http://bakucolle.com/archives/7872234.html
28mm,若潟祉吾ｃ若若,Darkus Juggernoid,Darkus,270G/300G,28mm,7.5g,4.0,http://bakucolle.com/archives/7979552.html
28mm,吾ｃ若若 ver.0.9 ｃ激с,Juggernoid,Darkus,260G,28mm,7.5g,7.0,http://bakucolle.com/archives/14732858.html
28mm,吾ｃ若若,Juggernoid,Pyrus,350G/400G/490G,28mm,8.0g,5.0,http://bakucolle.com/archives/7768307.html
28mm,吾ｃ若若,Juggernoid,Aquos,300G,28mm,8.0g,5.0,http://bakucolle.com/archives/7792207.html
28mm,吾ｃ若若,Juggernoid,Aquos,450G,28mm,8.0g,8.0,http://bakucolle.com/archives/8179093.html
28mm,吾ｃ若若,Juggernoid,Aquos,400G,28mm,8.0g,7.0,http://bakucolle.com/archives/7848211.html
28mm,吾ｃ若若,Juggernoid,Ventus,400G,28mm,8.0g,5.0,http://bakucolle.com/archives/7815153.html
28mm,吾ｃ若若,Juggernoid,Subterra,500G,28mm,8.0g,5.0,http://bakucolle.com/archives/7894925.html
28mm,吾ｃ若若,Juggernoid,Darkus,Unknown,28mm,8.0g,5.0,http://bakucolle.com/archives/10876403.html
28mm,違,Griffon,Pyrus,290G/350G,28mm,8.5g,4.0,http://bakucolle.com/archives/7773686.html
28mm,違,Griffon,Aquos,Unknown,28mm,8.5g,4.0,http://bakucolle.com/archives/21951572.html
28mm,違,Griffon,Subterra,290G,28mm,8.5g,4.0,http://bakucolle.com/archives/7938236.html
28mm,違,Griffon,Haos,340G,28mm,8.5g,4.0,http://bakucolle.com/archives/7870699.html
